Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
crossland x;opel;940000;30;11.01.2024;tiptronic;benzin;1,2;önden çekiş;110;hayır;hayır;20.05.2024;2019;39522;arazi aracı;kırmızı;187;410;;205;3;45;6.9 (şi̇) / 5 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
navara;nissan;1290000;30;11.01.2024;tiptronic;dizel;2,3;4x4;190;hayır;hayır;22.04.2024;2019;46290;pick-up;siyah;180;;;450;4;73;9.1 (şi̇) / 6.1 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
qashqai;nissan;1125000;30;11.01.2024;otomatik;benzin;1,3;önden çekiş;160;hayır;hayır;3.10.2022;2019;24812;hatchback;gümüş;198;401;;270;4;65;6.7 (şi̇) / 4.6 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;değişen
qashqai;nissan;1055000;30;11.01.2024;otomatik;benzin;1,3;önden çekiş;160;hayır;hayır;20.12.2024;2019;78633;hatchback;mavi;198;401;;270;4;65;6.7 (şi̇) / 4.6 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
x-class;mercedes-benz;2149750;30;11.01.2024;tiptronic;dizel;3;4x4;258;hayır;hayır;24.06.2024;2019;118110;pick-up;siyah;205;;;550;6;73;10 (şi̇) / 8.1 (şd);24;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
range rover sport;land rover;5459750;30;11.01.2024;tiptronic;benzin;2;4x4;300;hayır;hayır;19.08.2024;2019;74174;arazi aracı;siyah;234;489;;400;4;63;7.5 (şi̇) / 5.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
sportage;kia;1050000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;136;hayır;hayır;5.08.2024;2019;106950;arazi aracı;kozmik mavi;180;467;;320;4;62;5 (şi̇) / 4.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
civic;honda;1342000;30;11.01.2024;manuel;benzin;1,6;önden çekiş;125;hayır;hayır;8.10.2024;2019;44262;sedan;gri;205;519;;152;4;46;8.6 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam
kuga;ford;1125000;30;11.01.2024;otomatik;dizel;1,5;önden çekiş;120;hayır;hayır;21.10.2024;2019;101134;arazi aracı;gri;171;456;;300;4;60;6.4 (şi̇) / 5.8 (şd);16;saglam;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam;ezik
focus;ford;1049950;30;11.01.2024;tiptronic;dizel;1,5;önden çekiş;120;hayır;hayır;5.02.2024;2019;73150;sedan;beyaz;196;511;;300;4;47;4.9 (şi̇) / 4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı
focus;ford;1010000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;123;hayır;hayır;14.09.2023;2019;54226;sedan;mavi;194;511;;150;3;52;9 (şi̇) / 5 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;825000;30;11.01.2024;tiptronic;benzin;1,6;önden çekiş;110;hayır;hayır;10.06.2024;2019;99090;sedan;beyaz;192;520;;152;4;45;8.5 (şi̇) / 5 (şd);16;saglam;ezik;ezik;boyalı;saglam;saglam;saglam;çizik;saglam;saglam;saglam;boyalı
egea;fiat;817500;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;17.10.2023;2019;86139;sedan;beyaz;200;520;;320;4;45;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;812500;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;17.10.2023;2019;81277;sedan;beyaz;200;520;;320;4;45;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;812500;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;17.10.2023;2019;82235;sedan;beyaz;200;520;;320;4;45;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam
egea;fiat;782000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;8.07.2024;2019;94430;wagon;i̇nci gri;200;530;;320;4;50;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;hasarlı;hasarlı;saglam;saglam;değişen;değişen;saglam;saglam;saglam;saglam
egea;fiat;772000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;27.12.2024;2019;50007;sedan;beyaz;200;520;;320;4;45;4.5 (şi̇) / 3.5 (şd);16;saglam;ezik;boyalı, çizik;saglam;saglam;saglam;çizik, ezik;saglam;değişen;saglam;saglam;ezik
egea;fiat;679000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;27.05.2024;2019;107050;sedan;beyaz;200;520;;320;4;45;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;boyalı;ezik;ezik;ezik;ezik;saglam;saglam;saglam
egea;fiat;677000;30;11.01.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;6.05.2024;2019;48000;sedan;beyaz;180;520;;200;4;45;5.2 (şi̇) / 3.5 (şd);16;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;lokal boyalı, hasarlı;saglam;saglam;saglam;lokal boyalı
egea;fiat;653000;30;11.01.2024;manuel;dizel;1,2;önden çekiş;95;hayır;var;11.09.2025;2019;125053;sedan;beyaz;180;520;;200;4;45;5.2 (şi̇) / 3.5 (şd);16;çizik;saglam;çizik;çizik;ezik;çizik;saglam;çizik, ezik;saglam;saglam;çizik, ezik;çizik, ezik
egea;fiat;599000;30;11.01.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;2.04.2024;2019;125494;sedan;beyaz;180;520;;200;4;45;5.2 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;değişen;saglam;boyalı;boyalı;saglam;saglam;boyalı;saglam
egea;fiat;599000;30;11.01.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;2.04.2024;2019;125494;sedan;beyaz;180;520;;200;4;45;5.2 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;değişen;saglam;boyalı;saglam;saglam;saglam;saglam;saglam
egea;fiat;565000;30;11.01.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;11.11.2024;2019;164314;sedan;beyaz;180;520;;200;4;45;5.2 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;boyalı;boyalı
sandero;dacia;737000;30;11.01.2024;manuel;dizel;1,5;önden çekiş;95;hayır;hayır;13.12.2024;2019;81313;hatchback;siyah;179;320;;220;4;50;4.1 (şi̇) / 3.8 (şd);8;saglam;saglam;boyalı;boyalı, çizik;çizik;çizik;ezik;saglam;ezik;çizik;boyalı, hasarlı;boyalı, ezik
c3;citroen;960000;30;11.01.2024;tiptronic;benzin;1,2;önden çekiş;110;hayır;hayır;25.10.2023;2019;72520;hatchback;beyaz;191;300;;205;3;45;6.2 (şi̇) / 4.4 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;ezik;ezik;saglam;saglam;saglam;saglam
5 serisi;bmw;2499750;30;11.01.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;12.12.2024;2019;45258;sedan;metalik siyah;235;530;;290;4;68;6.8 (şi̇) / 4.9 (şd);16;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;boyalı;saglam;boyalı;boyalı
3 serisi;bmw;2075000;30;11.01.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;4.11.2024;2019;38704;sedan;siyah;232;480;;250;4;59;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
3 serisi;bmw;1989750;30;11.01.2024;tiptronic;benzin;1,5;arkadan i̇tiş;170;hayır;hayır;25.11.2024;2019;76949;sedan;metalik siyah;232;480;;220;3;60;7.6 (şi̇) / 5.1 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
q8;audi;5250000;30;11.01.2024;tiptronic;dizel;3;4x4;286;hayır;hayır;30.03.2024;2019;253079;arazi aracı;mavi;245;605;;600;6;85;7.1 (şi̇) / 6.4 (şd);24;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a6;audi;3499500;30;11.01.2024;otomatik;dizel;2;4x4;204;hayır;hayır;31.08.2024;2019;73550;wagon;mavi;241;565;;400;4;63;4.8 (şi̇) / 4.1 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a5;audi;2399000;30;11.01.2024;otomatik;dizel;2;4x4;190;hayır;hayır;11.11.2022;2019;78746;hatchback;gri;235;480;;400;4;58;5.6 (şi̇) / 4.4 (şd);16;lokal boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;boyalı
a4;audi;2048000;30;11.01.2024;otomatik;dizel;2;önden çekiş;190;hayır;hayır;8.11.2024;2019;116818;sedan;metalik gri;241;460;;400;4;40;4.8 (şi̇) / 3.9 (şd);16;ezik;saglam;değişen;saglam;saglam;ezik;ezik;saglam;saglam;saglam;ezik;ezik
q2;audi;1502000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;4.08.2024;2019;61558;arazi aracı;gri;212;405;;250;4;50;6 (şi̇) / 4.6 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;hasarlı;saglam;saglam;saglam;çizik;çizik
q2;audi;1300000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;116;hayır;hayır;10.01.2025;2019;142507;arazi aracı;metalik gri;197;405;;250;4;50;4.9 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1225000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;116;hayır;hayır;27.06.2024;2019;102005;hatchback;gri;202;380;;250;4;50;4.2 (şi̇) / 3.7 (şd);16;saglam;saglam;boyalı, çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1155900;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;116;hayır;hayır;4.01.2024;2019;82840;hatchback;siyah;202;380;;250;4;50;4.2 (şi̇) / 3.7 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;1100000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;116;hayır;hayır;12.11.2024;2019;95131;hatchback;gri;202;380;;250;4;50;4.2 (şi̇) / 3.7 (şd);16;saglam;saglam;saglam;değişen;değişen;saglam;saglam;saglam;boyalı;saglam;saglam;saglam
s90;volvo;2635000;30;11.01.2024;tiptronic;dizel;2;4x4;235;hayır;hayır;2.06.2025;2018;121200;sedan;gri;240;500;;480;4;60;6.4 (şi̇) / 4.9 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam
amarok;volkswagen;1870000;30;11.01.2024;tiptronic;dizel;3;4x4;224;hayır;hayır;30.09.2024;2018;137983;pick-up;beyaz;191;;;550;6;80;9 (şi̇) / 7.6 (şd);24;ezik;saglam;çizik;saglam;saglam;ezik;saglam;saglam;ezik;saglam;saglam;çizik
tiguan;volkswagen;1788000;30;11.01.2024;otomatik;dizel;2;4x4;150;hayır;hayır;16.10.2025;2018;126600;arazi aracı;saf beyaz;200;615;;340;4;60;6.7 (şi̇) / 5 (şd);16;lokal boyalı;saglam;boyalı;boyalı;değişen;boyalı;saglam;saglam;saglam;saglam;saglam;hasarlı
passat;volkswagen;1595000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;28.12.2023;2018;30640;sedan;beyaz;208;586;;200;4;59;6 (şi̇) / 4.4 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan;volkswagen;1499000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;8.03.2025;2018;107388;arazi aracı;beyaz;200;615;;250;4;58;7.3 (şi̇) / 5.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan allspace;volkswagen;1475000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;1.01.2025;2018;90162;arazi aracı;siyah;198;700;;250;4;58;7.6 (şi̇) / 5.7 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1470000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;5.08.2025;2018;84701;sedan;harvard mavi;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;çizik;çizik;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1408000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;28.03.2025;2018;118577;sedan;beyaz;208;586;;200;4;59;6 (şi̇) / 4.4 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;çizik;saglam;saglam;çizik;saglam;ezik;saglam;saglam
passat;volkswagen;1390000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;7.07.2025;2018;77800;sedan;mavi;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;çizik;çizik;saglam;saglam
tiguan;volkswagen;1375000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;28.04.2025;2018;77647;arazi aracı;gri;190;615;;200;4;58;7.4 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;çizik;saglam;çizik;saglam;saglam;saglam;çizik;çizik;saglam
passat variant;volkswagen;1369000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;12.08.2025;2018;89869;wagon;gri;204;650;;250;4;59;4.5 (şi̇) / 3.7 (şd);16;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan;volkswagen;1329900;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;31.07.2025;2018;25305;arazi aracı;gri;200;615;;250;4;58;7.3 (şi̇) / 5.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1325000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;6.03.2025;2018;41075;sedan;beyaz;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1321000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;6.10.2025;2018;154956;sedan;mavi;208;586;;200;4;59;6.8 (şi̇) / 4.4 (şd);16;saglam;saglam;boyalı, çizik, hasarlı;boyalı;saglam;saglam;saglam;çizik;saglam;saglam;çizik;çizik
tiguan;volkswagen;1320000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;19.06.2025;2018;92955;arazi aracı;gri;200;615;;250;4;58;7.3 (şi̇) / 5.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1310000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;27.09.2023;2018;50250;sedan;uranus gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1300000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;17.09.2026;2018;124509;sedan;pirit gümüş;208;586;;200;4;59;6 (şi̇) / 4.4 (şd);16;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1299000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;15.08.2025;2018;30255;sedan;saf beyaz;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
tiguan;volkswagen;1290000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;14.07.2025;2018;104420;arazi aracı;beyaz;190;615;;200;4;58;7.4 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1269500;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;23.08.2025;2018;94221;sedan;gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;boyalı
tiguan;volkswagen;1257000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;20.01.2025;2018;69109;arazi aracı;gri;200;615;;250;4;58;7.3 (şi̇) / 5.4 (şd);16;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1212000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;15.06.2025;2018;82712;sedan;pirit gümüş;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;çizik, hasarlı;çizik;ezik;saglam;saglam;saglam;saglam;ezik;saglam;ezik
passat;volkswagen;1187000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;14.06.2025;2018;47862;sedan;beyaz;208;586;;200;4;59;6 (şi̇) / 4.4 (şd);16;boyalı;saglam;değişen;çizik;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam
passat;volkswagen;1175000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;18.06.2024;2018;76055;sedan;gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;değişen;hasarlı;boyalı;boyalı;saglam;saglam;çizik;ezik, hasarlı
golf;volkswagen;1155000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;31.07.2023;2018;19958;hatchback;beyaz;204;380;;200;4;50;6.3 (şi̇) / 4.5 (şd);16;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam
passat;volkswagen;1152000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;8.09.2025;2018;80682;sedan;uranus gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;çizik, ezik;saglam;saglam;çizik;saglam;çizik, ezik;saglam;saglam;ezik;ezik;saglam;saglam
golf;volkswagen;1150000;30;11.01.2024;manuel;dizel;1,6;önden çekiş;115;hayır;hayır;21.04.2021;2018;109995;hatchback;beyaz;198;380;;250;4;50;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam
passat;volkswagen;1120000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;20.11.2025;2018;205468;sedan;beyaz;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;değişen;saglam;saglam;saglam;değişen;saglam;saglam;saglam;saglam;lokal boyalı;saglam;saglam
passat;volkswagen;1098000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;13.09.2025;2018;179215;sedan;siyah;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;saglam;saglam;çizik, ezik;çizik, ezik;saglam;saglam;çizik, ezik;ezik
caravelle;volkswagen;1095000;30;11.01.2024;otomatik;dizel;2;önden çekiş;150;hayır;hayır;10.03.2025;2018;172244;cityvan;opak siyah;181;;;340;4;70;7.2 (şi̇) / 5.9 (şd);16;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;boyalı
tiguan;volkswagen;1062000;30;11.01.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;20.06.2025;2018;48800;arazi aracı;beyaz;190;615;;200;4;58;7.4 (şi̇) / 5.2 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam;hasarlı
golf;volkswagen;1055000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;115;hayır;hayır;24.02.2023;2018;43007;hatchback;beyaz;198;380;;250;4;50;4.1 (şi̇) / 3.8 (şd);16;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1049500;30;11.01.2024;otomatik;benzin;1;önden çekiş;110;hayır;hayır;29.09.2025;2018;73742;hatchback;beyaz;196;380;;200;3;50;5.7 (şi̇) / 4.2 (şd);12;saglam;saglam;değişen;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1035000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;15.03.2025;2018;103556;sedan;gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;ezik;saglam;boyalı;boyalı;saglam;çizik;boyalı, çizik;lokal boyalı;değişen;saglam;çizik;boyalı
golf;volkswagen;1030000;30;11.01.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;11.11.2024;2018;123572;hatchback;kırmızı;204;380;;200;4;50;6.3 (şi̇) / 4.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;değişen;boyalı;boyalı
passat;volkswagen;1020000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;29.08.2025;2018;136952;sedan;gri;206;586;;250;4;59;4.6 (şi̇) / 3.8 (şd);16;saglam;saglam;boyalı, çizik;boyalı;değişen;boyalı;boyalı;boyalı;boyalı;saglam;saglam;saglam
golf;volkswagen;970000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;115;hayır;hayır;5.06.2025;2018;67147;hatchback;siyah;198;380;;250;4;50;4.1 (şi̇) / 3.8 (şd);16;saglam;saglam;değişen, çizik, ezik;boyalı, çizik;saglam;saglam;saglam;saglam;saglam;değişen;saglam;çizik
golf;volkswagen;965000;30;11.01.2024;otomatik;dizel;1,6;önden çekiş;115;hayır;hayır;24.02.2023;2018;87020;hatchback;beyaz;198;380;;250;4;50;4.1 (şi̇) / 3.8 (şd);16;değişen;saglam;değişen, çizik;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam
caddy;volkswagen;941500;30;11.01.2024;otomatik;dizel;2;önden çekiş;102;hayır;hayır;1.08.2024;2018;91358;cityvan;siyah;170;;;250;4;55;5.9 (şi̇) / 4.8 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;899900;30;11.01.2024;otomatik;dizel;2;önden çekiş;102;hayır;hayır;6.01.2024;2018;113354;cityvan;gri;170;;;250;4;55;5.9 (şi̇) / 4.8 (şd);16;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;890000;30;11.01.2024;otomatik;benzin;1;önden çekiş;110;hayır;hayır;16.12.2025;2018;51527;hatchback;kırmızı;196;380;;200;3;50;5.7 (şi̇) / 4.2 (şd);12;ezik;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;875000;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;14.08.2025;2018;84640;hatchback;beyaz;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;çizik;saglam;boyalı;çizik;saglam;saglam;saglam;saglam;boyalı;saglam;değişen;saglam
polo;volkswagen;862000;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;27.03.2025;2018;91771;hatchback;saf beyaz;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;849950;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;8.07.2025;2018;87442;hatchback;beyaz;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;825000;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;14.03.2025;2018;126704;hatchback;beyaz;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;799900;30;11.01.2024;manuel;benzin;1;önden çekiş;110;hayır;hayır;21.02.2025;2018;57300;hatchback;gri;196;380;;200;3;50;5.9 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;saglam;değişen;değişen, ezik;değişen, ezik;boyalı, ezik;saglam;saglam;saglam;saglam
polo;volkswagen;799000;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;7.07.2025;2018;147017;hatchback;mavi;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam
polo;volkswagen;795000;30;11.01.2024;otomatik;benzin;1;önden çekiş;95;hayır;hayır;12.12.2025;2018;58898;hatchback;turuncu;187;351;;175;3;40;5.8 (şi̇) / 4.1 (şd);12;ezik;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam
caddy;volkswagen;790000;30;11.01.2024;manuel;dizel;2;önden çekiş;102;hayır;hayır;20.07.2025;2018;160785;cityvan;beyaz;172;;;250;4;55;5.9 (şi̇) / 4.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
